5.59   -328.11728516
5.60   -328.11748308
5.61   -328.11763238 
5.62   -328.11773287
5.63   -328.11778748
5.64   -328.11779539
5.65   -328.11775938
5.66   -328.11767960
5.67   -328.11755597
5.68   -328.11739071
5.69   -328.11718374
